model_name,sample_index,error_label,human_error_label,Review_Notes,reference,prediction,dialogue,rouge1,rouge2,rougeL,bs_f1_raw,informativeness,clarity,plausibility,faithfulness,Length Ratio
qwen3.5:9b,29,NO-ERROR,NO-ERROR,The summary accurately reflects the dialogue's key facts and relations.,杰西卡在市中心的二手商店买了一张桌子、六把椅子、一个花瓶和一堆衣服。这些一共花了70欧元。,杰西卡在下城的二手店买了很多东西，包括一张橡木桌、六把椅子、一个花瓶和一堆衣服。她特别喜欢一条黑色连衣裙并决定买下它。所有物品仅花费了 70 欧元，让她非常开心。,"Jessica: I went to the second hand shop downtown 
 Frank: Cool
 Raphael: What did you get?
 Jessica: Lots of stuff
 Jessica: A table, six chairs, a vase, a pile of clothes
 Frank: That's really a lot of stuff :-)
 Raphael: send us pictures
 Jessica: <photo_file>
 Jessica: <photo_file>
 Raphael: Beautiful table
 Raphael: Is it wood?
 Jessica: yes, oak 
 Raphael: Awesome
 Jessica: <photo_file>
 Frank: These are the clothes?
 Frank: I love the black dress
 Jessica: It's absolutely beautiful
 Jessica: As soon as I saw it I knew it would be mine
 Jessica: I'm so happy with what I bought
 Jessica: And the best is I paid only 70 euros for all of that!!",51.95,32,51.95,81.58,3.894391537,4.192494869,4.237077713,2.996873379,1.755556
qwen3.5:9b,30,H-ENT,H-ENT,It changes Desiree's name to Debbie.,卢西恩不在家。德西蕾希望卢西恩把她的意大利面放在微波炉里。,Debbie 问 Lucian 是否都在家，Lucian 表示刚收到消息并不在家且没做饭，Debbie 便让他把意大利面留在微波炉里。,"Desiree: U both at home?
 Lucian: No. I've just got ur msg. Why did u ask about it?
 Desiree: No reason. Keep my pasta in the microwave
 Lucian: I haven't cooked anything",32.65,17.02,32.65,75.99,3.597792864,3.477266312,3.545399189,3.050557613,2.137931
qwen3.5:9b,31,NO-ERROR,NO-ERROR,The summary accurately reflects the dialogue's key facts and relations.,艾米丽、凯特和玛塔今天要去中央车站的x酒吧喝一杯。,艾米丽提议下班后去中央车站的 Pub X 喝一杯，凯特和玛塔表示赞同。考虑到交通状况，凯特预计六点到达，大家约定届时见。,"Emily: fancy a drink after work today?
 Kate: sure!
 Marta: Good idea! 
 Marta: Where? When?
 Emily: Maybe in the Pub X at the central station at 5.30?
 Kate: I may be closer to 6, traffic on my way
 Marta: Fine for me.
 Marta: See you then, Ladies!
 Emily: Bye! see ya :*
 Kate: :*",45.83,26.09,29.17,74.31,3.471575260,3.918578625,3.938376427,2.957448244,2.280000
qwen3.5:9b,32,NO-ERROR,NO-ERROR,The summary accurately reflects the dialogue's key facts and relations.,今天玛丽没有去上学，她就待在家里。,玛丽向朋友打招呼，得知她今天没去学校而是待在家里时，爱丽丝表示很羡慕。,"Mary: Hi my friend :*
 Alice: U re not at school?
 Mary: No i stayed at home today.
 Alice: Lucky u!",42.86,0,28.57,76.88,3.498117208,3.892306328,3.937991142,2.986268520,2.058824
qwen3.5:9b,33,H-EVT,H-EVT,It replaces the discussion of visiting and the room light with unsupported advice about phone interruptions.,克莉丝汀病了，明天不来上学了。安妮会把西拉夫的香囊放在邮箱里。克莉丝汀不想把病传染给她。,安妮询问克里斯汀是否去上学，得知她因患流感身体不适。两人交流症状后，安妮表示家中还有感冒药将放入信箱，并建议若需休息可不必担心来电打扰。,"Annie: Are you going to be at school?
 Christine: Not tomorrow. I am not well.
 Annie: Oh noes! What happened?
 Christine: Got the flu, I think.
 Annie: what's your temperature?
 Christine: Not high, I'm not running a fever or anything
 Annie: Are you eating ok?
 Christine: Yeah. Just blocked nose, sore throat. Tired.
 Annie: Sounds like you've got a cold. You need anything?
 Christine: I could do with some Theraflu.
 Annie: OK, I think we've still got some sachets, should be in date. I'll drop them through your letterbox later on.
 Christine: Yeah. Don't call in because I'll feel bad if you catch this cold off me.
 Annie: I think I probably had it already, but you might be sleeping.
 Christine: If the light in my room is on, call if you want.",21.21,3.12,12.12,66.87,3.205150127,3.846091270,3.911568403,2.917459488,1.545455
qwen3.5:9b,34,NO-ERROR,NO-ERROR,The summary accurately reflects the dialogue's key facts and relations.,沙尔多纳通过手机发送了婚礼邀请，因为她没有时间亲自去送邀请函。,Shaldona 通过即时通讯软件向 Piper 发送婚礼电子请柬，解释因时间紧迫无法亲自送达。Piper 对此表示不满，认为若连亲递请柬的时间都没有却指望他人参加婚礼，显得过于贪婪。,"Shaldona: WE ARE GONNA GET MARRIED ❤️❤️
 Shaldona: <file_others>
 Shaldona: This is our mobile inviation for our wedding.
 Shaldona: Invitation*
 Piper: Hey. You haven’t sent me any messages for a few years.
 Piper: And now you are sending me your wedding invitation 
 Piper: THROUGH MESSENGER?
 Shaldona: .....
 Shaldona: Well..
 Shaldona: I had no enough time to meet everybody and give this in person.
 Shaldona: Hope you understand.
 Piper: If you don't have time to give the invitation card in person but expect people go to your wedding
 Piper: Shaldona, if so, you are too greedy.",22.58,0,19.35,68.94,3.428227186,3.830088854,3.968817234,3.210913420,2.838710
qwen3.5:9b,35,H-EVT,H-EVT,It changes forgetting the keys at home into losing them.,康拉德忘了带钥匙，所以回不了家。瑞贝卡和蒂芙妮回来得晚，他得在咖啡厅等。,康拉德在屋外弄丢了钥匙，蒂芙尼预计十点到十一点回家，而丽贝卡会更晚才回来。康拉德很担心，决定去咖啡店等待。,"Conrad: I'm outside the house
 Conrad: I forgot my keys...
 Rebecca: 💩
 Tiffany: I'll be home at 10-11
 Rebecca: I'm coming back even later
 Conrad: Oh no...
 Conrad: I'll wait in the coffee shop",32.73,3.77,25.45,77.19,3.739900112,4.086612701,4.168862343,2.945024014,1.472222
qwen3.5:9b,36,NO-ERROR,NO-ERROR,The summary accurately reflects the dialogue's key facts and relations.,卢德米拉小时候最喜欢的恐龙是三角龙。,雅科波问露德米拉小时候最喜欢的恐龙是什么，她回答是三角龙。雅科波表示稍后告诉她原因。,"Jacopo: hey, did you have a favorite dinosaur growing up?
 Ludmila: yes, triceratops. why?
 Jacopo: i'll tell you why later.",51.43,48.48,51.43,79.61,2.233915329,3.352425337,3.094825745,2.088251591,2.333333
qwen3.5:9b,37,H-CIRC,H-CIRC,It says the color is already dark and adds unsupported urgency to buy the dress immediately.,在玛丽亚和妮可的建议下，克莱尔正在订购她的婚纱。,克莱尔向玛丽亚和妮可展示了一件衣服，认为颜色略显暗淡。两人则极力称赞该颜色非常适合新娘且价格实惠，鼓励她立即购买以免后悔。最终在朋友的劝说下，克莱尔决定下单这件裙子。,"Claire: Check this out :)))
 Claire: <file_other>
 Maria: !!
 Nicole: Absolutely perfect for you!!
 Claire: I guess so
 Claire: But it could be a bit darker, cause this color is not very vivid
 Nicole: Noooooo, I think this color is perfectly good for the bride
 Maria: And it's no that expensive :)))
 Claire: Yes, the price appeals to me xD
 Nicole: You should order that dress
 Nicole: I think you won't regret
 Maria: Don't hesitate, it's incredibly beauty!!
 Claire: Ok, if you say so :))",30,13.79,23.33,71.75,3.178864002,3.904263020,3.989280462,2.942541122,3.458333
qwen3.5:9b,38,H-ROLE,H-ROLE,"It says Brenda met Miro at the party, although Abby did.",米罗和他的父母说阿尔巴尼亚语。他的家人在20世纪90年代非法出境离开了阿尔巴尼亚。,艾比询问是否见过米罗，戴伦和布兰登表示尚未有机会接触。布伦达提到昨天在派对上曾与米罗见面，艾比称赞他很有趣并讲述了其父亲上世纪 90 年代初从阿尔巴尼亚沿海城市杜雷斯非法逃离至美国的经历：当时当地极度贫困、秩序混乱，人们争相登上任何可用船只以离开故土；照片中甚至包括他的父亲。戴伦对此感到既令人震惊又着迷。,"Abby: Have you talked to Miro?
 Dylan: No, not really, I've never had an opportunity
 Brandon: me neither, but he seems a nice guy
 Brenda: you met him yesterday at the party?
 Abby: yes, he's so interesting
 Abby: told me the story of his father coming from Albania to the US in the early 1990s
 Dylan: really, I had no idea he is Albanian
 Abby: he is, he speaks only Albanian with his parents
 Dylan: fascinating, where does he come from in Albania?
 Abby: from the seacoast
 Abby: Duress I believe, he told me they are not from Tirana
 Dylan: what else did he tell you?
 Abby: That they left kind of illegally
 Abby: it was a big mess and extreme poverty everywhere
 Abby: then suddenly the border was open and they just left 
 Abby: people were boarding available ships, whatever, just to get out of there
 Abby: he showed me some pictures, like <file_photo>
 Dylan: insane
 Abby: yes, and his father was among the people
 Dylan: scary but interesting
 Abby: very!",27.52,1.87,16.51,66,2.722426891,3.379974365,3.631645441,2.647079706,3.682927
qwen3.5:9b,39,H-CIRC|H-EVT|H-DISC,H-CIRC|H-EVT|H-DISC,"It confuses Dan's return and driving times, invents an early ending, and distorts the final joke.",丹、蒂姆、克里斯和马丁8点碰面。丹和马丁这次会放松一下。汤姆来不了，因为他岳父岳母家有个聚会。,丹、蒂姆和克里斯计划周六外出，但汤姆因要去岳父母家参加派对而退出。由于丹周日中午需要开车回家，大家不得不提前结束聚会并放慢节奏，这让蒂姆等人显得像六十岁的人一样疲惫，最后两人互相调侃对方是否是最剩下的两个“老人”。,"Dan: Guys, so are we going out on Sat?
 Tim: I'm ready when you are
 Chris: I'm OK too, in the centre right?
 Tom: I'm out guys sorry. 
 Dan: come on Tom, what's wring this time
 Tom: told ya before. party at in-laws
 Chris: always the same story right
 Martin: right guys, so what time?
 Tim: start @8? finish. 8 if we're lucky
 Dan: yeah, i need to be home at 2 and ready to drive on Sunday noon
 Chris: so you takin it easy this time
 Martin: i guess i'd have to as well
 Tim: guys you sound like 60 yos
 Chris: Tim, are the last two standing or what?
 Tim: i gather
 Dan: you two will also grow up one day.",26.37,4.49,17.58,66.43,3.416882515,3.946362495,3.956780910,2.927470207,2.276596
qwen3.5:9b,40,H-ENT|H-EVT,H-ENT|H-EVT,It changes Nada's current laptop into a spare and invents that Trados provided assistance.,迪玛的笔记本电脑坏了，因为她的猫把咖啡洒在笔记本电脑上。 迪玛很担心，因为她明天必须为trados提供翻译。一个小时后迪玛会来纳达家，借纳达的笔记本电脑。,迪玛因笔记本电脑被猫打翻咖啡损坏，急需在明天上午九点完成翻译任务而陷入困境。她向娜达借用了她的备用电脑，并感谢对方提供的帮助和 Trados 软件的支持。两人还讨论了需要投资购买备份设备的重要性，约定一小时后取回电脑。,"Dima: hello! 
 Nada: hey girl, what's up?
 Dima: I'm in a huge trouble, my laptop is broken and I have to deliver a translation tomorrow @9 😱😱
 Nada: fuck what happened??
 Dima: the stupid cat spilled coffee on it 😣😣 I'm freaking out!
 Dima: you still have your old laptop? is it possible to lend it to me please?
 Nada: no sorry, I've given it to my brother - but you're lucky! I've taken these two days off so you can take mine
 Dima: ooh man! thank you sooo much!!! if it weren't for Trados, I wouldn't be panicking :( 
 Nada: no worries, it happened... but I always think about this... like man, we need some back up laptops!
 Dima: I know! but I always change my mind and spend the money elsewhere lol
 Nada: yeah, but it's like our only tool! so we need to invest in it
 Dima: yup, true !
 Dima: can I come in an hour to pick it up?
 Nada: yes :) ttyl!",39.6,2.02,19.8,72.1,4.306618690,4.266024590,4.425037384,3.481458664,1.407895
qwen3.5:9b,41,NO-ERROR,NO-ERROR,The summary accurately reflects the dialogue's key facts and relations.,杰瑞40分钟后到家。,杰瑞和珍妮特互相问候后，杰瑞告知自己四十分钟后到家。珍妮特抱怨老板难缠，杰瑞表示理解并附和。最后两人约定稍见，互道珍重。,"Jerry: Hi sweetie :)
 Janet: Hi sugar ;)
 Jerry: I'm coming home
 Janet: Can't wait ;)
 Jerry: I should be there in 40 minutes
 Janet: Ok, I'm waiting for you :)
 Jerry: How was your day?
 Janet: Oh, it was ok but my boss is a pain in the ass sometimes
 Jerry: I know, she can be a bitch :P
 Janet: Yes she can! ;)
 Jerry: See you later darling
 Janet: <3",21.05,11.11,21.05,71.36,3.509921789,4.076890945,4.261724949,2.812734365,6.000000
qwen3.5:9b,42,H-ROLE,H-ROLE,It changes Sally from the person introducing the gossip into someone asking others for it.,娜塔莉怀了戴夫的孩子。简认为萨莉不应该告诉别人，因为娜塔莉是私下告诉他们的。亨利埃特和格雷格很惊讶，孩子的父亲居然是戴夫而不是迈克。,萨莉向朋友们打听娜塔莉的八卦，尽管简表示不该泄露她私下告知的秘密，但众人仍好奇追问。当有人猜测孩子父亲是迈克时，萨莉揭晓答案竟是戴夫，令亨利特和格雷格大为震惊并认为此事荒谬至极。,"Sally: Hi guys have you heard about Natalie?
 Tom: No. What about her?
 Jane: You're such a gossip girl, Sally!
 Sally: Come on! I'm sure you're all curious.
 Tom: I am. 
 Sally: Relax Jane, what's your problem?!
 Jane: She told us in confidence, I don't think we should share it with others.
 Greg: Now I'm also curious
 Henriette: Tell us! 
 Henriette: Is she pregnant? 
 Sally: 💣💣💣
 Sally: Guess who's the father!!!
 Henriette: I knew it!
 Henriette: Is it Mike?
 Sally: Dave!!! 
 Henriette: WHAT????
 Greg: That's insane!",41.3,2.22,26.09,74.2,3.624656916,3.933289051,4.027350903,3.348222733,1.348485
qwen3.5:9b,43,NO-ERROR,NO-ERROR,The summary accurately reflects the dialogue's key facts and relations.,丽莎还没回家，黛西想要她晚上11点前回来。,黛西问丽莎是否回家，丽莎表示还没走。黛西请她在晚上十一点前回来，丽莎答应了。,"Daisy: going home?
 Lisa: not yet
 Daisy: please be back before 11 pm
 Lisa: ok",51.43,18.18,45.71,83.35,2.887876511,3.694844007,3.567794323,2.594473839,1.809524
